image_path,caption
images/2656688132_d93be870e0.jpg,A person stands with a small dog balancing on their leg .
images/2656688132_d93be870e0.jpg,a person with a small dog caught in her legs
images/2656688132_d93be870e0.jpg,A woman carrying a small black dog between her legs .
images/2656688132_d93be870e0.jpg,The person is walking with a small black and white dog .
images/2656749876_e32495bd8c.jpg,A man talks on his cellphone while he walks down the street .
images/2656749876_e32495bd8c.jpg,A member of the clergy carries a blue bag in his hand and talks on the phone as he walks .
images/2656749876_e32495bd8c.jpg,A priest carrying a small blue bag walking down the street talking on a cellphone .
images/2656749876_e32495bd8c.jpg,Priest in black walking on sidewalk carrying a blue bag and talking on cellphone .
images/2656749876_e32495bd8c.jpg,Priest walking with blue bag while talking on cellphone .
images/2656890977_7a9f0e4138.jpg,A shirtless dark haired boy in gray shorts is running .
images/2656890977_7a9f0e4138.jpg,a skinny young man running with no shirt on
images/2656890977_7a9f0e4138.jpg,a small boy in blue shorts running down a sidewalk with flowers in the background
images/2656890977_7a9f0e4138.jpg,"""A small boy , wearing shorts and no shirt , is running outdoors ."""
images/2656890977_7a9f0e4138.jpg,The boy who is walking is wearing grey shorts and no shirt .
images/2656987333_80dcc82c05.jpg,A cowboy covers his head as a jumping horse tramples him .
images/2656987333_80dcc82c05.jpg,A man in a cowboy hat being stepped on by a brown horse
images/2656987333_80dcc82c05.jpg,A rider has fallen off a horse and is shielding himself from being trampled
images/2656987333_80dcc82c05.jpg,Man with white cowboy hat on the ground behind a brown horse with both front legs off the ground .
images/2656987333_80dcc82c05.jpg,Whoa ! The cowboy is underneath the hoofs of the brown horse and is getting stepped on .
images/2657301826_aab4c36e6c.jpg,a baby wearing a blue bandanna is playing with a set of colored rings .
images/2657301826_aab4c36e6c.jpg,A child in a blue scarf and a tan outfit plays with plastic toys on a rug nearby a soft chair .
images/2657301826_aab4c36e6c.jpg,A toddler in a blue bandanna playing with a set of rings on a stick .
images/2657301826_aab4c36e6c.jpg,A toddler with a blue scarf wrapped on his head plays with a wooden toy .
images/2657301826_aab4c36e6c.jpg,The little boy is wearing a blue bandanna .
images/2657484284_daa07a3a1b.jpg,A kayak on the river is passing by a wire bridge that joins both banks .
images/2657484284_daa07a3a1b.jpg,Some people ride their kayaks down the river .
images/2657484284_daa07a3a1b.jpg,two conoes float down the river .
images/2657484284_daa07a3a1b.jpg,Two groups are canoeing on a river overlooking a mountain .
images/2657484284_daa07a3a1b.jpg,"""Two people rafting down a river , a footbridge in the background ."""
images/2657484970_610e18144f.jpg,People are boating near a mountain .
images/2657484970_610e18144f.jpg,"""Two people in a canoe are rowing past a large , tree-covered mountain ."""
images/2657484970_610e18144f.jpg,"""Two people in a canoe float past a rocky , wooded cliff ."""
images/2657484970_610e18144f.jpg,Two people in a canoe on a river beside a forested mountain .
images/2657484970_610e18144f.jpg,Two people in a kayak are paddling past green foliage on a river .
images/2657643451_b9ddb0b58f.jpg,A person and a dog run on a paved road near a forest .
images/2657643451_b9ddb0b58f.jpg,A person runs with a dog .
images/2657643451_b9ddb0b58f.jpg,A person jogs down a gravel road after a small dog .
images/2657643451_b9ddb0b58f.jpg,"""A woman and dog running down an asphalt , tree lined road ."""
images/2657643451_b9ddb0b58f.jpg,Someone in a green shirt running behind a small dog .
images/2657663775_bc98bf67ac.jpg,A girl jumps over water at the beach .
images/2657663775_bc98bf67ac.jpg,a lone person wearing a purple tank top running on the shore at the beach
images/2657663775_bc98bf67ac.jpg,A woman leaps across the beach .
images/2657663775_bc98bf67ac.jpg,The woman is wearing a purple shirt and runs on the beach .
images/2657663775_bc98bf67ac.jpg,"""Woman on beach , running from water to trees ."""
images/2658009523_b49d611db8.jpg,A brown dog and a red dog frolicking on the waters edge on the beach .
images/2658009523_b49d611db8.jpg,two brown dogs are running on the beach beside the ocean .
images/2658009523_b49d611db8.jpg,Two brown dogs chase and playfully fight with each other on the sandy beach .
images/2658009523_b49d611db8.jpg,Two brown dogs play on the sand by the water .
images/2658009523_b49d611db8.jpg,Two dogs running down a beach .
images/2658360285_a0ec74ef48.jpg,A boy is jumping on the grass whist other children are standing around .
images/2658360285_a0ec74ef48.jpg,A group of children outside a building includes a boy jumping in the grass .
images/2658360285_a0ec74ef48.jpg,A group of kids are standing outside together .
images/2658360285_a0ec74ef48.jpg,Some children stand outside a building .
images/2658360285_a0ec74ef48.jpg,There is a boy in blue shorts and a blue shirt jumping in the grass .
images/2659183350_730951f740.jpg,A boy in a red and white shirt kicks a large baseball while surrounded by people .
images/2659183350_730951f740.jpg,A boy kicks a giant baseball while a group of children watch .
images/2659183350_730951f740.jpg,A boy kicks a really large baseball
images/2659183350_730951f740.jpg,A kid kicking a large ball while surrounded by other kids .
images/2659183350_730951f740.jpg,Children are outside playing with an oversized baseball .
images/2659554389_ed3d15093f.jpg,A girl is feeding a camel
images/2659554389_ed3d15093f.jpg,A little girl feeds a
images/2659554389_ed3d15093f.jpg,A little girl in a purple t-shirt feeds an animal .
images/2659554389_ed3d15093f.jpg,A young girl feeding a camel .
images/2659554389_ed3d15093f.jpg,The girl is at a petting zoo and feeding a camel .
images/2659606300_bea3feaf8b.jpg,A baby girl wearing a pink jacket climbs wooden steps .
images/2659606300_bea3feaf8b.jpg,A small child climbs stairs at a beach .
images/2659606300_bea3feaf8b.jpg,A small child climbs steps outdoors in a grassy area .
images/2659606300_bea3feaf8b.jpg,A small child in a pink hoodie ascending tall stairs outdoors .
images/2659606300_bea3feaf8b.jpg,A small child in a pink sweater begins to climb a concrete staircase .
images/2660008870_b672a4c76a.jpg,A boy is making a splash in a swimming pool .
images/2660008870_b672a4c76a.jpg,A child is splashed by water in an indoor swimming pool .
images/2660008870_b672a4c76a.jpg,A little boy is jumping out of the pool .
images/2660008870_b672a4c76a.jpg,A redheaded boy has just come up from under the water in a pool .
images/2660008870_b672a4c76a.jpg,A young boy playing in a swimming pool .
images/2660480624_45f88b3022.jpg,two girls are standing in front of a car that is advertising Red Bull .
images/2660480624_45f88b3022.jpg,Two ladies pose in front of the Red Bull Energy Drink vehicle .
images/2660480624_45f88b3022.jpg,Two women posing next to the Redbull car .
images/2660480624_45f88b3022.jpg,Two women standing beside a silver and blue car with a Redbull logo and a giant Redbull can on it .
images/2660480624_45f88b3022.jpg,Two young women stand by a Red Bull car .
images/2661138991_d55aa0e5dc.jpg,A GI relaxes and waits at an airport .
images/2661138991_d55aa0e5dc.jpg,A man dressed in military uniform sits down and looks through some papers .
images/2661138991_d55aa0e5dc.jpg,A man in army fatigues is reading something while laying on the floor .
images/2661138991_d55aa0e5dc.jpg,A soldier is looking out of a window .
images/2661138991_d55aa0e5dc.jpg,The soldier looks out the window as he sits with his legs crossed .
images/2661294481_b86058b504.jpg,A crowd begins to march in a small downtown setting .
images/2661294481_b86058b504.jpg,a group of people holding signs and marching through the streets .
images/2661294481_b86058b504.jpg,A group of people with signs and banners walking down the street
images/2661294481_b86058b504.jpg,a protest march is crossing the intersection of two streets near to a building with red awnings .
images/2661294481_b86058b504.jpg,Many people hold signs and march down the street .
images/2661294969_1388b4738c.jpg,A float representing the times of hanging is shown in the back of a truck .
images/2661294969_1388b4738c.jpg,A man in a judge costume stand on a red truck and hangs a dummy .
images/2661294969_1388b4738c.jpg,Man dressed as a judge pretending to hang another man on top of a truck .
images/2661294969_1388b4738c.jpg,Three people in costumes stand on the back of a pickup truck .
images/2661294969_1388b4738c.jpg,Three people stand on the back of a truck .
images/2661437618_ca7a15f3cb.jpg,A dog chasing a ball indoors .
images/2661437618_ca7a15f3cb.jpg,A small dog catches a tennis ball indoors .
images/2661437618_ca7a15f3cb.jpg,A small dog chasing a ball .
images/2661437618_ca7a15f3cb.jpg,The little white and brown dog has his mouth wide open while trying to catch something .
images/2661437618_ca7a15f3cb.jpg,The small dog is baring his teeth and chasing an object .
images/2661489896_cc3425777e.jpg,"""A boy in shorts stands , arms outstreched , on a roadway ."""
images/2661489896_cc3425777e.jpg,A child cavorts on the road .
images/2661489896_cc3425777e.jpg,A child in white shorts and a blue shirt is standing in the street .
images/2661489896_cc3425777e.jpg,a young boy wearing a hat dancing in the street
images/2661489896_cc3425777e.jpg,Small boy is eating a lollipop and dancing in the street .
images/2661567396_cbe4c2e5be.jpg,A boy in a green shirt is sitting in an almost empty stadium .
images/2661567396_cbe4c2e5be.jpg,A green shirted man sits among the many unoccupied red seats .
images/2661567396_cbe4c2e5be.jpg,A man wearing a green numbered shirt is sitting in a stadium .
images/2661567396_cbe4c2e5be.jpg,A photo of an arena with very few people in the stands .
images/2661567396_cbe4c2e5be.jpg,Man with SANTANA 57 shirt sits in sparsely occupied seating area .
images/2662262499_3cdf49cedd.jpg,A baseball hitter holding a bat falling down .
images/2662262499_3cdf49cedd.jpg,A baseball player runs on the field .
images/2662262499_3cdf49cedd.jpg,A boy at bat playing a baseball game falls to the ground while onlookers watch .
images/2662262499_3cdf49cedd.jpg,A child in a uniform is falling to the ground with a bat in his or her hand .
images/2662262499_3cdf49cedd.jpg,"""This baseball player , dressed in red and white uniform and holding a bat , is falling after being hit by a pitch ."""
images/2662537919_18a29fca8a.jpg,A close-up shot of a long haired man playing a red electric guitar .
images/2662537919_18a29fca8a.jpg,A man rocks out onstage with his guitar .
images/2662537919_18a29fca8a.jpg,A man with long blonde hair playing a red guitar
images/2662537919_18a29fca8a.jpg,Man with long blond hair playing red electric guitar .
images/2662537919_18a29fca8a.jpg,Person with blonde flyaway hair playing guitar
images/2662570182_350baa020f.jpg,A father pushes his daughters go-kart while another girl watches
images/2662570182_350baa020f.jpg,A girl riding in a toy car with a man behind her
images/2662570182_350baa020f.jpg,A man pushes a child in a blue car while another child looks on .
images/2662570182_350baa020f.jpg,The little girl is driving the small blue car .
images/2662570182_350baa020f.jpg,Two small children play with a toy riding car in the street with a grown up .
images/2662816021_ac474e0fde.jpg,A dog emerges form the water with a stick in its mouth .
images/2662816021_ac474e0fde.jpg,A dog in a harness holds a stick in his mouth while standing in the water .
images/2662816021_ac474e0fde.jpg,A dog retrieves a stick from a body of water .
images/2662816021_ac474e0fde.jpg,A white dog holds a stick in its mouth as it comes out of the water .
images/2662816021_ac474e0fde.jpg,The white dog is standing in the water with a stick in its mouth .
images/2662845514_8620aaee96.jpg,A man doing a karate kick on a block of ice .
images/2662845514_8620aaee96.jpg,A man karate kicks a stack of ice bricks .
images/2662845514_8620aaee96.jpg,A martial artist breaks a brick .
images/2662845514_8620aaee96.jpg,A martial artist breaks ice with a kick .
images/2662845514_8620aaee96.jpg,The man breaking the ice with his foot stands on a blue mat .
images/2662890367_382eaf83bd.jpg,A man is laying down on grass near trees and a hose .
images/2662890367_382eaf83bd.jpg,A man is lying the grass with long hair and beard .
images/2662890367_382eaf83bd.jpg,A person lays in the grass .
images/2662890367_382eaf83bd.jpg,A person lies in a grassy area near a building .
images/2662890367_382eaf83bd.jpg,one man lying of the ground in the grass surrounded by trees .
images/2663248626_f000f2661d.jpg,A black and white dog chasing a tan and white dog across a path .
images/2663248626_f000f2661d.jpg,A dog runs behind another at a park .
images/2663248626_f000f2661d.jpg,two dogs are running across a grassy path .
images/2663248626_f000f2661d.jpg,Two dogs are running quickly through a park .
images/2663248626_f000f2661d.jpg,Two dogs run through the park .
images/2663794355_e726ec7e05.jpg,There are two women tanning in bikinis .
images/2663794355_e726ec7e05.jpg,Two people sunbathe beside water .
images/2663794355_e726ec7e05.jpg,Two women are laying on a concrete structure beside the ocean .
images/2663794355_e726ec7e05.jpg,Two women sunbathe by the water .
images/2663794355_e726ec7e05.jpg,Two women sunbathe on a concrete terrace .
images/2664102751_d5a737a566.jpg,A man eyes the ground as he comes in for a landing from parasailing .
images/2664102751_d5a737a566.jpg,A man hanging just above the ground .
images/2664102751_d5a737a566.jpg,A man is holding onto handles in the air .
images/2664102751_d5a737a566.jpg,A man is in the desert a few feet off the ground holding onto strings of a parachute .
images/2664102751_d5a737a566.jpg,A parachuting man gets ready to land .
images/2664103423_c539f61016.jpg,A man bracing himself against the pull of a large kite .
images/2664103423_c539f61016.jpg,a man holds his parachute .
images/2664103423_c539f61016.jpg,Man trying to guide a kit in the desert .
images/2664103423_c539f61016.jpg,The man crouched down as he held onto the parachute that was caught in the breeze .
images/2664103423_c539f61016.jpg,The man slides in the sand while holding on to his hang glider .
images/2665264979_df9c284bf8.jpg,A girl begins to wade through deep grass that covers a stone structure on a coastline .
images/2665264979_df9c284bf8.jpg,A girl is walking on a sandy path .
images/2665264979_df9c284bf8.jpg,A small girl playing in a park .
images/2665264979_df9c284bf8.jpg,A young girl in a white cap is walking through an area with trees .
images/2665264979_df9c284bf8.jpg,A young girl with a read shirt and a white hat playing among the foliage .
images/2665461736_595c87f0a3.jpg,"""A man in a yellow coat tends a fire , a boy in a parka watches ."""
images/2665461736_595c87f0a3.jpg,a person cooking on a fire while a small child watches .
images/2665461736_595c87f0a3.jpg,A person holds a frying pan over an open fire as a child watches .
images/2665461736_595c87f0a3.jpg,The adult cooks over the fire as the child looks on .
images/2665461736_595c87f0a3.jpg,The man in the yellow jacket is cooking over an open fire as the little boy watches .
images/2665586311_9a5f4e3fbe.jpg,"""A girl in pink pants running , an ornate Spanish ruin in the background ."""
images/2665586311_9a5f4e3fbe.jpg,"""The girl dressed in purple walks through the alley , followed by a girl in pink ."""
images/2665586311_9a5f4e3fbe.jpg,Two children within the ruins of a building .
images/2665586311_9a5f4e3fbe.jpg,"""Two girls , one running away from the wall ."""
images/2665586311_9a5f4e3fbe.jpg,Two little girls play around an old abandoned building .
images/2665904080_8a3b9639d5.jpg,a brown dog nursing
images/2665904080_8a3b9639d5.jpg,A dog breastfeeding .
images/2665904080_8a3b9639d5.jpg,A mother dog giving her puppy some milk .
images/2665904080_8a3b9639d5.jpg,A puppy is nursing from its mother .
images/2665904080_8a3b9639d5.jpg,A young puppy suckles from his mother .
images/2666078276_f7b3056997.jpg,A dog leaps on the beach .
images/2666078276_f7b3056997.jpg,A playful dog is jumping on the sand .
images/2666078276_f7b3056997.jpg,Brown dog is leaping up into the air .
images/2666078276_f7b3056997.jpg,The collared dog is jumping into the air .
images/2666078276_f7b3056997.jpg,There is a brown dog leaping on the beach .
images/2666179615_f05a9d8331.jpg,a closeup picture of a girl with long black hair and one hand raised in the air .
images/2666179615_f05a9d8331.jpg,A lady with dark hair dressed in red clothing with left arm in the air .
images/2666179615_f05a9d8331.jpg,A woman in a red shirt with her arm raised .
images/2666179615_f05a9d8331.jpg,A woman in a red sweater raises her hand in a crowd .
images/2666179615_f05a9d8331.jpg,a woman raises her hand .
images/2666205903_8d287669e1.jpg,A child is holding a colorful object and overlooking a crowd of people while sitting on the shoulders of an older person .
images/2666205903_8d287669e1.jpg,A girl in a blue sweater sits on a person 's shoulders and carries a pinwheel .
images/2666205903_8d287669e1.jpg,A girls in a blue shirt holds a flower while sitting on a man 's shoulders .
images/2666205903_8d287669e1.jpg,A young oriential girl is standing above the crowd playing with a pinwheel
images/2666205903_8d287669e1.jpg,Girl in blue sweater and holding a multicolor toy sitting on the shoulders of a man with grey hair .
images/2667015110_1670324a33.jpg,A child in an orange shirt with a book .
images/2667015110_1670324a33.jpg,A young asian boy in a orange long-sleeved t-shirt holds a magazine .
images/2667015110_1670324a33.jpg,A young boy is holding a book .
images/2667015110_1670324a33.jpg,The boy wearing an orange sweater is carrying a book .
images/2667015110_1670324a33.jpg,There is a child wearing an orange shirt and hold an orange book .
images/2667549961_57e5e2c0a5.jpg,A baby crawls on a wood floor near a bottle of water .
images/2667549961_57e5e2c0a5.jpg,A baby crawls on hardwood floors towards a water bottle .
images/2667549961_57e5e2c0a5.jpg,A baby on a wood floor with a water bottle
images/2667549961_57e5e2c0a5.jpg,"""An infant is crawling on a wood floor , with a water bottle laying nearby ."""
images/2667549961_57e5e2c0a5.jpg,A young baby crawls across the wood floor towards the water bottle .
images/2667783499_3a4f38f636.jpg,A small boy in blue crawls along a window sill .
images/2667783499_3a4f38f636.jpg,A small child crawling on a windowsill .
images/2667783499_3a4f38f636.jpg,Little boy with blue shirt crawls across vents near large glass windows .
images/2667783499_3a4f38f636.jpg,The little boy crawls around next to the large glass windows .
images/2667783499_3a4f38f636.jpg,This picture shows a boy in a blue shirt leaning his head against a window with lots of beautiful clowds outside .
images/267015208_d80b3eb94d.jpg,A green Volkswagen Bug and other vintage cars are admired by people in a courtyard .
images/267015208_d80b3eb94d.jpg,A lime green VW bug .
images/267015208_d80b3eb94d.jpg,Cars and people gathered in a city mall area .
images/267015208_d80b3eb94d.jpg,"""In this plaza , we see a green VW beetle , a white sports coupe and many people looking at the autos ."""
images/267015208_d80b3eb94d.jpg,The courtyard of a South American city with a crowd and vintage cars .
images/2670560883_7e7b563092.jpg,A group of children climbing on a statue of a bear .
images/2670560883_7e7b563092.jpg,Four children playing on a sculpture of a bear .
images/2670560883_7e7b563092.jpg,Four kids are climbing on a fake black bear .
images/2670560883_7e7b563092.jpg,Four young children playing on a stone bear with people in the background .
images/2670560883_7e7b563092.jpg,Several children climbing on a bear statue .
images/2670637584_d96efb8afa.jpg,"""A child in a blue shirt sitting on a forest floor , looking through binoculars ."""
images/2670637584_d96efb8afa.jpg,A child sits in the woods looking up with binoculars .
images/2670637584_d96efb8afa.jpg,A girl sitting on the ground in the forest looking through binoculars .
images/2670637584_d96efb8afa.jpg,A young girl sits on the forest floor and looks up through binoculars .
images/2670637584_d96efb8afa.jpg,The woman with binoculars is sitting on the forest floor looking up .
images/2671602981_4edde92658.jpg,A little girl in a bathing suit leaps up in the water .
images/2671602981_4edde92658.jpg,A little girl wearing a black tankini is jumping in the air with water in the background .
images/2671602981_4edde92658.jpg,A young girl in a swimming suit jumps into a body of water .
images/2671602981_4edde92658.jpg,A young girl jumping out of the water
images/2671602981_4edde92658.jpg,The girl in the bathing suit is poised in midair next to the blue water .
images/267162122_c3437414ec.jpg,a black puppy jumping on the back of a white puppy
images/267162122_c3437414ec.jpg,A black dog and a white dog wrestle .
images/267162122_c3437414ec.jpg,A black dog and a white dog wrestling next to a food dish .
images/267162122_c3437414ec.jpg,A black puppy stands over a white puppy .
images/267162122_c3437414ec.jpg,A small black dog is standing over a small white dog laying on his side .
images/267164457_2e8b4d30aa.jpg,A climber walks along a snowy peak .
images/267164457_2e8b4d30aa.jpg,A man climbs over snow covered rocks by a shore .
images/267164457_2e8b4d30aa.jpg,A man is standing on a snowcapped mountain .
images/267164457_2e8b4d30aa.jpg,A person hikes down a snowy mountain .
images/267164457_2e8b4d30aa.jpg,There man on top of an snow covered mountain with a lake behind him .
images/2672354635_3a03f76486.jpg,Several brown dogs playing with a tennis ball in a grassy field .
images/2672354635_3a03f76486.jpg,Three brown dogs chase a tennis ball .
images/2672354635_3a03f76486.jpg,Three dogs are playing outside with a tennis ball .
images/2672354635_3a03f76486.jpg,Three dogs play with a ball on a field .
images/2672354635_3a03f76486.jpg,Three tan dogs run after a tennis ball .
images/2672445419_251ce9419a.jpg,A boy smiles at the camera .
images/2672445419_251ce9419a.jpg,A little boy is smiling and playing in a playground .
images/2672445419_251ce9419a.jpg,A little boy playing on the monkey bars .
images/2672445419_251ce9419a.jpg,A young boy smiles as he hangs from monkey bars .
images/2672445419_251ce9419a.jpg,A young boy smiles as he hangs onto bars at the playground .
images/2672588619_3849930e99.jpg,Three children run by the water .
images/2672588619_3849930e99.jpg,Three children running down a sidewalk next to a river .
images/2672588619_3849930e99.jpg,Three children run on a sidewalk with a river on one side and a wall on the other .
images/2672588619_3849930e99.jpg,Three children run on the walkway by the river .
images/2672588619_3849930e99.jpg,"""Three kids , one holding a closed umbrella , run around on a sidewalk next to a river ."""
images/2673148534_8daf0de833.jpg,A black dog runs paralell to a wire fence in a grassy medow .
images/2673148534_8daf0de833.jpg,A brown dog is running along a grassy stretch divided by strings .
images/2673148534_8daf0de833.jpg,"""A dog runs past an empty chair and a tripod , between stretched strings , marking a path through a grassy field ."""
images/2673148534_8daf0de833.jpg,A dog with all fours up in the air above the clover-filled grass .
images/2673148534_8daf0de833.jpg,The gray dog is running on a green field .
images/267325341_1a96ef436e.jpg,A black dog is running through the grass carrying something red in its mouth .
images/267325341_1a96ef436e.jpg,A dog holds an orange rag in his mouth while running .
images/267325341_1a96ef436e.jpg,A dog running with a red item in its mouth .
images/267325341_1a96ef436e.jpg,Black dog running through grass with something orange in its mouth
images/267325341_1a96ef436e.jpg,"""On garden lawn , black dog is retriving an object ."""
images/2673564214_3a9598804f.jpg,A young boy poses behind the netting of an enclosed play area while three other children play .
images/2673564214_3a9598804f.jpg,Children playing in a green and blue bounce house .
images/2673564214_3a9598804f.jpg,Children play in the blue and green jumping tent filled with air .
images/2673564214_3a9598804f.jpg,Four children are playing on a bouncy castle .
images/2673564214_3a9598804f.jpg,The little kids all play and jump around inside the inflatable toy .
images/2674784195_704f6b79d0.jpg,Two boys are laying in the ocean close to the beach .
images/2674784195_704f6b79d0.jpg,two boys playing in dirty water
images/2674784195_704f6b79d0.jpg,Two children are playing in deep muddy water .
images/2674784195_704f6b79d0.jpg,Two children are rolling in muddy water .
images/2674784195_704f6b79d0.jpg,Two muddy boys swim .
images/2675190069_d5c3b2c876.jpg,A man and woman relaxing in shallow water near a waterfall .
images/2675190069_d5c3b2c876.jpg,a man and woman sit in the creek .
images/2675190069_d5c3b2c876.jpg,A woman in a bikini sits in shallow water with a man sitting next to her .
images/2675190069_d5c3b2c876.jpg,The man and woman are sitting in the water .
images/2675190069_d5c3b2c876.jpg,Two people sit in a shallow river near the rocks .
images/2675397335_1dcdbd12f5.jpg,A big thin dog runs fast in a field of grass .
images/2675397335_1dcdbd12f5.jpg,A black dog is running through a field of grass and dandilions .
images/2675397335_1dcdbd12f5.jpg,A black Greyhound running in an open field .
images/2675397335_1dcdbd12f5.jpg,A dog runs through a field .
images/2675397335_1dcdbd12f5.jpg,"""A very thin , black dog running in a field ."""
images/2675685200_0913d84d9b.jpg,A boy eating at a table .
images/2675685200_0913d84d9b.jpg,A young boy in pajamas eats out of a red bowl at a wood table .
images/2675685200_0913d84d9b.jpg,a young boy making a big mess on the floor and table while eating cereal
images/2675685200_0913d84d9b.jpg,A young boy sits at a table and eats as food is spilled all around .
images/2675685200_0913d84d9b.jpg,The boy in blue and white pajamas is sitting at the table eating .
images/2676015068_690b0fb2cd.jpg,A man in sunglasses sits on rocks .
images/2676015068_690b0fb2cd.jpg,A man sitting in clear shallow water beside a large rock face .
images/2676015068_690b0fb2cd.jpg,A person is sitting in a shallow lagoon .
images/2676015068_690b0fb2cd.jpg,Man with sunglasses sitting in shallow water .
images/2676015068_690b0fb2cd.jpg,The man with the white t-shirt is sitting in a stream looking at a rock .
images/2676184321_858eff416b.jpg,A girl in a hate with ear flaps and a sweater .
images/2676184321_858eff416b.jpg,A teenage girl is wearing a brown hat and a jacket with hearts on .
images/2676184321_858eff416b.jpg,A woman stands in front of a mountain in the winter .
images/2676184321_858eff416b.jpg,A young woman is outside in the snow wearing a hat .
images/2676184321_858eff416b.jpg,The girl stands outside in the cold wearing a warm hat and looking off into the distance .
images/2676648667_cb055b4fc6.jpg,A woman is sitting in a chair near a brick building .
images/2676648667_cb055b4fc6.jpg,A woman sits in a blue chair outside a brick house .
images/2676648667_cb055b4fc6.jpg,The elderly African woman is sitting on a blue chair in front of a rough brick wall .
images/2676648667_cb055b4fc6.jpg,This woman is sitting in a lawnchair on the sand .
images/2676648667_cb055b4fc6.jpg,Woman in grey shirt and dark skirt sitting in blue chair with white stars in front of a brick wall .
images/2676649969_482caed129.jpg,An aged woman is looking into the camera while the inside of her hut is shown .
images/2676649969_482caed129.jpg,An elderly woman is looking at the camera .
images/2676649969_482caed129.jpg,an older woman smiling in a small room .
images/2676649969_482caed129.jpg,An old person stands in a third world kitchen .
images/2676649969_482caed129.jpg,A older person stands near a clay bench and looks into the camera .
images/2676651833_3bb42bbb32.jpg,A little girl wearing a pink shirt spins on a merry-go-round at a park .
images/2676651833_3bb42bbb32.jpg,A young girl at a playground
images/2676651833_3bb42bbb32.jpg,"""A young girl on a blue and yellow merry-go-round , with a blurry background ."""
images/2676651833_3bb42bbb32.jpg,Children in summer clothes play on a turnaround in a sun-dappled park .
images/2676651833_3bb42bbb32.jpg,two young girls wearing pink shirts ridding on a merry-go-round at a park
images/2676764246_c58205a365.jpg,The greyhounds are running quickly in this race .
images/2676764246_c58205a365.jpg,Three dogs racing on racetrack
images/2676764246_c58205a365.jpg,Three dogs running on a racing track .
images/2676764246_c58205a365.jpg,Three greyhounds racing on a track
images/2676764246_c58205a365.jpg,Three racing dogs with masks on their mouths .
images/2676937700_456134c7b5.jpg,A man in a kilt follows a girl and another man in a kilt and holds a girl wearing silver shoes .
images/2676937700_456134c7b5.jpg,"""Group of people walking around outdoors , one girl is being carried ."""
images/2676937700_456134c7b5.jpg,One woman is being carried behind three people who are walking on path .
images/2676937700_456134c7b5.jpg,"""People walking on a sidewalk , with one carrying a female ."""
images/2676937700_456134c7b5.jpg,"""These people are walking away from the camera , while one person carries another ."""
images/2677614492_792023b928.jpg,A brown and white dog is jumping a red and yellow pole .
images/2677614492_792023b928.jpg,A brown and white dog is jumping over an obstacle
images/2677614492_792023b928.jpg,A brown and white dog is jumping over a yellow and red pole .
images/2677614492_792023b928.jpg,a brown and white dog jumping over a red and yellow pole
images/2677614492_792023b928.jpg,A small white and brown dog is jumping over a horizontal pole .
images/2677656448_6b7e7702af.jpg,a brown and white dog swimming towards some in the pool
images/2677656448_6b7e7702af.jpg,A dog in a swimming pool swims toward sombody we cannot see .
images/2677656448_6b7e7702af.jpg,A dog swims in a pool near a person .
images/2677656448_6b7e7702af.jpg,Small dog is paddling through the water in a pool .
images/2677656448_6b7e7702af.jpg,The small brown and white dog is in the pool .
images/267836606_bbea2267c8.jpg,A black dog barking .
images/267836606_bbea2267c8.jpg,A black dog has its mouth open while leaning to the side .
images/267836606_bbea2267c8.jpg,A black dog in a flat field attempts to make a turn .
images/267836606_bbea2267c8.jpg,a black dog is running with its mouth open across a grassy field .
images/267836606_bbea2267c8.jpg,The dog ran in the field .
images/2678612999_893ed671f8.jpg,A small kid is about to kick a soccer ball while two other kids are chasing him .
images/2678612999_893ed671f8.jpg,Boys in uniform behind a ball .
images/2678612999_893ed671f8.jpg,Boys playing soccer .
images/2678612999_893ed671f8.jpg,"""Three boys ( one in red , two in blue , play soccer ."""
images/2678612999_893ed671f8.jpg,Three young boys are playing soccer on the grass .
images/2678798732_2998f9969c.jpg,A photographer is holding his camera next to an orange barrier beside water .
images/2678798732_2998f9969c.jpg,A photographer is kneeling in front of a railing that is protects falling into water .
images/2678798732_2998f9969c.jpg,A photographer kneels down next to the edge of a dock with his camera .
images/2678798732_2998f9969c.jpg,A smiling photographer
images/2678798732_2998f9969c.jpg,The crouching man is holding a large camera .
images/2679565682_91ecd283ff.jpg,A man in a blue shirt and beard looks at something that he is holding .
images/2679565682_91ecd283ff.jpg,A man with a bread looking at his camera .
images/2679565682_91ecd283ff.jpg,A man with a long white beard is examining a camera and another man with a black shirt is in the background .
images/2679565682_91ecd283ff.jpg,An old man adjusts his camera .
images/2679565682_91ecd283ff.jpg,An old man is examining his camera while a younger man is singing nearby .
images/2679851489_a58780291e.jpg,A black dog running towards a camera .
images/2679851489_a58780291e.jpg,A black dog runs along the grass .
images/2679851489_a58780291e.jpg,A black dog runs on the grass near to a brown and white dog .
images/2679851489_a58780291e.jpg,a black dog runs through the dry grass .
images/2679851489_a58780291e.jpg,"""Two dogs , one coming toward the camera while one walks in the background ."""
images/2679926555_b11cf45595.jpg,A girl in a purple tutu dances in the yard .
images/2679926555_b11cf45595.jpg,A little girl in a puffy purple skirt dances in a park .
images/2679926555_b11cf45595.jpg,A young girl twirls her fluffy purple skirt .
images/2679926555_b11cf45595.jpg,Little girl is spinning around on the grass in a flowing purple skirt .
